shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
474;94076AZ0078_01_SEN_ind01.pdf;94076AZ0078;1;2;99;74;25;3;96;22;Au dessus de l'axe;entre 60 et 90;1;0;1;0;9 X 8;5;NULL;2129854.71285502;2129865.78949676;-9.02426744719855;-0.652657116947057
476;94028BC0310_07_SEN_ind01.pdf;94028BC0310;7;2;43;24;19;0;43;19;20m < D <= 30m;entre 60 et 90;0;4;0;1;28 X 10;20;NULL;2122326.09445371;2122357.89675486;-79.5537046024823;-49.0028182178419
477;94028BC0310_05_SEN_ind01.pdf;94028BC0310;5;2;40;25;15;7;33;8;10m < D <= 20m;entre 60 et 90;2;3;0;3;74 X 20;15;NULL;2122395.53071046;2122453.16430615;-107.836905704464;-30.8454598528381
478;94028BC0310_04_SEN_ind01.pdf;94028BC0310;4;2;41;24;17;7;34;10;10m < D <= 20m;entre 60 et 90;2;3;0;3;74 X 20;15;NULL;2122343.17594479;2122410.38679656;-113.705864106371;-37.4913103390954
479;94028BC0310_06_SEN_ind01.pdf;94028BC0310;6;3;38;25;13;7;31;6;10m < D <= 20m;entre 60 et 90;2;3;0;3;85 X 20;12;NULL;2122302.32358077;2122706.5486874;-246.862140229288;-29.9625226089937
480;94002AF0058_01_SEN_ind01.pdf;94002AF0058;1;1;35;5;30;0;35;30;0m < D <= 10m;entre 60 et 90;0;0;0;0;23 X 6;3;NULL;2124577.38660453;2124581.02801931;-0.814504814369604;2.36892727697726
481;94028BF0234_01_SEN_ind01.pdf;94028BF0234;1;1;35;10;25;Non dtermin;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;Non dtermin;Non dtermin;0;17 X 10;6;NULL;2123817.18964343;2123836.2470014;-19.4361897551692;16.383395664651
482;94081AQ0122_01_SEN_ind01.pdf;94081AQ0122;1;1;97;56;41;0;97;41;Au dessus de l'axe;<30;0;2;1;0;16 X 7;7;Nouvelle construction;2129360.83194671;2129378.57288569;-5.50859592348211;14.0016393237109
483;94081AQ0122_02_SEN_ind01.pdf;94081AQ0122;2;1;97;56;41;0;97;41;Au-dessus de l'axe;<30;0;0;0;0;0 X 0;0;lot arrire NON visible depuis le rue;2129370.42281323;2129379.76958671;-8.33646290493463;-1.926937613672
484;940760V0278_01_SEN_ind01.pdf;940760V0278;1;1;100;74;26;3;97;23;20m < D <= 30m;entre 60 et 90;1;2;0;0;17 X 12;9;NULL;2129864.03396293;2129879.30005098;23.0353269094292;33.6216545876096
485;94081CI0167_01_SEN_ind01.pdf;94081CI0167;1;1;35;22;13;NULL;35;13;Au dessus de l'axe;entre 60 et 90;0;NULL;NULL;NULL;91 X 13;5;Prsence de sablire;2126559.34312458;2126638.00655231;97.1999736282567;125.367120199353
486;94081CI0190_01_SEN_ind01.pdf;94081CI0190;1;1;35;22;13;NULL;35;13;Au dessus de l'axe;entre 60 et 90;0;NULL;NULL;NULL;43 X 12;5;Prsence de sablire;2126562.5853669;2126598.90497554;91.4953121322647;110.649225576766
487;94081DJ0092_01_SEN_ind01.pdf;94081DJ0092;1;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;75 X 14;8;NULL;2126370.73351971;2126499.15867664;-5.41222392497089;9.08584170247629
488;94081CI0191_07_SEN_ind01.pdf;94081CI0191;7;1;35;17;18;0;35;18;Au dessus de l'axe;<30;0;1;0;0;60 X 30;8;/;2126793.5565903;2126866.18708448;-30.7238786999651;13.2972148756706
489;94081DJ0090_01_SEN_ind01.pdf;94081DJ0090;1;1;35;17;18;Non connus (btiment ferm);NULL;non dtermin;0m < D <= 10m;<30;Non identifi (btiment ferm);0;0;0;100 X 13;7;NULL;2126370.27681189;2126496.23828955;-19.3980737804017;-5.14522698571597
490;94081DJ0135_01_SEN_ind01.pdf;94081DJ0135;1;2;35;25;10;0;35;10;30m < D <= 40m;entre 60 et 90;0;0;0;0;35 X 15;8;NULL;2126371.60356514;2126488.05065653;-68.9426168285041;-54.4309068786821
491;94002AJ0059_02_SEN_ind01.pdf;94002AJ0059;2;1;35;5;30;4;31;26;20m < D <= 30m;entre 60 et 90;1;6;NULL;2;45 X 30;23;NULL;2125165.74844996;2125184.75825715;-31.4884098800978;-11.769707783888
492;94002AJ0059_01_SEN_ind01.pdf;94002AJ0059;1;1;35;5;30;4;31;26;30m < D <= 40m;entre 60 et 90;1;6;NULL;2;45 X 30;23;NULL;2125174.77583455;2125194.77267597;-41.2512149763288;-21.1955892008468
493;94002AJ0060_01_SEN_ind01.pdf;94002AJ0060;1;1;35;5;30;4;31;26;30m < D <= 40m;entre 60 et 90;1;5;NULL;2;45 X 30;20;NULL;2125168.83352592;2125184.77804826;-48.2571323313841;-32.4978730979658
494;94002AE0088_01_SEN_ind01.pdf;94002AE0088;1;1;35;5;30;Non dtermin;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;1;1;NULL;13 X 8;5;NULL;2124824.81681813;2124830.89642099;9.66226550413512;26.7218286604116
495;94002AE0088_02_SEN_ind01.pdf;94002AE0088;2;1;35;5;30;0;35;30;Au-dessus de l'axe;entre 60 et 90;Non dtermin;1;1;0;13 X 8;5;NULL;2124823.35647811;2124826.72759247;9.32704613114157;17.4397911169028
496;94028BC0310_01_SEN_ind01.pdf;94028BC0310;1;2;35;26;9;3;32;6;0m < D <= 10m;<30;1;2;0;1;70 X 32;10;NULL;2122514.63291192;2122585.17928915;-46.6233144945458;-9.57367580275089
