shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
14;94081CJ0102_01_SEN_ind01.pdf;94081CJ0102;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;NULL;0;11 X 10;6;Prsence de sablire;2150943.122;2150957.991;-64.56480478;-50.0218975
15;94081CK0088_01_SEN_ind01.pdf;94081CK0088;1;1;35;19;16;2;33;14;D > 50m;entre 30 et 60;1;0;1;0;11 X 7;4;sous-sol semi-enterr;2150643.549;2150655.162;-19.23875104;-6.542512315
16;94081CI0020_01_SEN_ind01.pdf;94081CI0020;1;2;35;15;20;0;35;20;40m < D <= 50m;<30;0;1;ND11;0;16 X 6;4;Prsence de sablire;2150188.83;2150204.539;-37.86690825;-17.99130013
17;94081CJ0100_04_SEN_ind01.pdf;94081CJ0100;4;2;35;20;15;3;32;12;D > 50m;entre 30 et 60;1;4;1;?;27 X 9;15;Prsence de sablire;2150762.725;2150798.927;-104.6872772;-46.2675804
18;94081CI0014_01_SEN_ind01.pdf;94081CI0014;1;1;35;13;22;2;33;20;0m < D <= 10m;entre 60 et 90;1;0;1;0;12 X 10;3;NULL;2150168.422;2150175.789;-73.28641943;-50.71803679
19;94081CK0067_03_SEN_ind01.pdf;94081CK0067;3;1;33;20;13;2;31;11;D > 50m;entre 60 et 90;1;1;0;0;9 X 4;5;NULL;2150692.737;2150712.69;-1.243889335;17.83317617
20;94081CL0004_01_SEN_ind01.pdf;94081CL0004;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;1;1;0;8 X 5;8;/;2150569.006;2150577.36;-27.16847625;-18.98064419
21;94081CK0019_01_SEN_ind01.pdf;94081CK0019;1;1;35;20;15;2;33;13;D > 50m;<30;1;0;1;NULL;5 X 4;6;/;2150790.561;2150804.096;-20.61377805;-3.353129895
22;94081DJ0121_02_SEN_ind01.pdf;94081DJ0121;2;2;35;26;9;1;34;8;10m < D <= 20m;entre 30 et 60;0;1;0;0;30 X 10;6;interieure non visit;2151411.169;2151447.538;-2.034084892;89.2099052
23;94081CJ0258_03_SEN_ind01.pdf;94081CJ0258;3;1;35;21;14;0;35;14;D > 50m;entre 30 et 60;0;0;0;0;7 X 5;3;Prsence de sablire;2150922.112;2150988.731;-23.22045985;55.93044406
24;94081CK0093_01_SEN_ind01.pdf;94081CK0093;1;1;35;20;15;2;33;13;40m < D <= 50m;<30;1;1;0;0;11 X 7;6;NULL;2150691.396;2150707.676;24.8209713;35.63524339
25;94081CK0020_01_SEN_ind01.pdf;94081CK0020;1;1;35;20;15;2;33;13;D > 50m;<30;1;0;1;0;9 X 7;3;NULL;2150784.944;2150795.622;-27.66160387;-8.193291537
26;94081CI0012_01_SEN_ind01.pdf;94081CI0012;1;1;35;15;20;0;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;Non dtermin;1;1;0;10 X 8;6;NULL;2150143.305;2150158.918;-51.40941442;-31.4969078
27;94081CI0008_01_SEN_ind01.pdf;94081CI0008;1;1;35;15;20;0;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;Non dtermin (btiment ferm);1;1;0;9 X 9;7;NULL;2150125.17;2150150.283;-90.40165696;-47.98371281
28;94081CK0103_01_SEN_ind01.pdf;94081CK0103;1;1;35;20;15;2;33;13;40m < D <= 50m;entre 30 et 60;1;1;1;0;10 X 8;8;/;2150651.686;2150664.144;24.08451163;41.27062608
29;94081CJ0255_04_SEN_ind01.pdf;94081CJ0255;4;1;35;22;13;0;NULL;non dtermin;D > 50m;entre 60 et 90;0;1;0;?;22 X 18;9;Prsence de sablire;2151002.093;2151033.897;-58.18863544;-10.08315911
30;94081CK0052_01_SEN_ind01.pdf;94081CK0052;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;0;1;0;9 X 9;6;/;2150729.2;2150745.927;-5.018492369;8.735169266
31;94081DJ0122_01_SEN_ind01.pdf;94081DJ0122;1;1;35;25;10;0;35;10;Au dessus de l'axe;<30;0;0;0;0;90 X 65;7;NULL;2151334.995;2151405.811;-5.868405277;92.34643089
32;94081CJ0255_02_SEN_ind01.pdf;94081CJ0255;2;1;35;22;13;0;NULL;non dtermin;D > 50m;entre 60 et 90;?;2;0;?;18 X 18;9;Prsence de sablire;2151021.736;2151067.567;-10.39531804;34.20323217
33;94081CK0056_01_SEN_ind01.pdf;94081CK0056;1;1;35;20;15;2;33;13;40m < D <= 50m;entre 60 et 90;1;1;0;0;10 X 8;6;NULL;2150773.831;2150798.916;6.033962072;38.57448194
34;94081CI0231_01_SEN_ind01.pdf;94081CI0231;1;2;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;17 X 13;6;/;2151271.39;2151292.044;167.2829101;207.1975455
35;94081CI0178_02_SEN_ind01.pdf;94081CI0178;2;2;35;25;10;0;35;10;20m < D <= 30m;entre 60 et 90;0;0;0;0;21 X 5;3;/;2151308.36;2151314.653;142.5110814;164.0024376
36;94081CL0063_02_SEN_ind01.pdf;94081CL0063;2;2;35;18;17;0;35;17;D > 50m;entre 60 et 90;0;0;0;0;10 X 4;2;/;2150462.924;2150474.781;8.548825139;18.58638741
37;94081CI0191_05_SEN_ind01.pdf;94081CI0191;5;1;35;17;18;0;35;18;0m < D <= 10m;entre 60 et 90;0;1;0;0;35 X 22;7;/;2150904.353;2151249.698;296.0446606;335.0457245
38;94081CJ0258_02_SEN_ind01.pdf;94081CJ0258;2;1;35;22;13;3;32;10;D > 50m;entre 30 et 60;1;1;0;?;57 X 18;5;Prsence de sablire;2150920.299;2150928.45;41.5833267;49.13686877
39;94081CI0025_01_SEN_ind01.pdf;94081CI0025;1;1;35;15;20;2;33;18;10m < D <= 20m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2150165.72;2150177.302;28.33631575;38.26183203
40;94081CL0069_01_SEN_ind01.pdf;94081CL0069;1;1;35;18;17;2;33;15;30m < D <= 40m;entre 60 et 90;1;0;1;0;10 X 10;6;/L;2150388.675;2150403.287;25.93168476;37.86208766
41;94081CJ0255_01_SEN_ind01.pdf;94081CJ0255;1;1;35;22;13;0;NULL;non dtermin;D > 50m;entre 60 et 90;?;2;0;1;30 X 17;10;/;2151057.077;2151087.996;-22.73646156;12.4767172
42;94081CM0025_01_SEN_ind01.pdf;94081CM0025;1;2;35;16;19;0;35;19;D > 50m;<30;0;1;1;0;16 X 6;4;Prsence de sablire;2150220.821;2150228.24;-31.53909893;-24.25885283
43;94081CL0060_01_SEN_ind01.pdf;94081CL0060;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;1;0;10 X 8;3;/;2150486.583;2150498.716;-16.70090963;-3.902680846
44;94081CL0110_02_SEN_ind01.pdf;94081CL0110;2;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;0;0;0;17 X 8;3;/;2150267.283;2150271.739;25.77178019;33.87978158
45;94081CI0191_08_SEN_ind01.pdf;94081CI0191;8;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;1;0;11 X 11;6;/;2150004.504;2151296.491;-43.31587417;350.6758249
46;94081CH0162_01_SEN_ind01.pdf;94081CH0162;1;2;36;13;23;0;36;23;0m < D <= 10m;<30;0;1;1;0;10 X 7;7;5;2150172.657;2150179.166;-99.86892187;-89.17042585
47;94081CJ0068_01_SEN_ind01.pdf;94081CJ0068;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;0;0;0;0;20 X 7;4;Prsence de sablire;2150937.66;2150958.146;-34.60639657;-14.9381542
48;94081CK0108_01_SEN_ind01.pdf;94081CK0108;1;1;35;19;16;1;34;15;D > 50m;entre 30 et 60;1;0;1;0;9 X 8;4;sous-sol semi-enterr;2150618.333;2150629.316;-15.6051379;-3.866367318
49;94081CL0174_01_SEN_ind01.pdf;94081CL0174;1;1;35;18;17;2;33;15;40m < D <= 50m;entre 60 et 90;1;1;1;0;9 X 8;6;/;2150448.488;2150463.294;22.3862779;35.14175716
50;94081CL0043_01_SEN_ind01.pdf;94081CL0043;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;1;0;9 X 9;3;NULL;2150522.382;2150534.321;-16.88516981;-4.348145021
51;94081CM0093_01_SEN_ind01.pdf;94081CM0093;1;1;35;17;18;0;35;18;D > 50m;entre 30 et 60;0;1;0;0;25 X 11;6;Prsence de sablire;2150354.695;2150371.23;-55.33555459;-30.02986838
52;94081CJ0052_01_SEN_ind01.pdf;94081CJ0052;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;2;1;0;10 X 8;8;Prsence de sablire;2150888.294;2150901.021;-39.21143827;-26.4494112
53;94081CJ0073_01_SEN_ind01.pdf;94081CJ0073;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;0;1;NULL;8 X 4;5;Prsence de sablire;2150890.187;2150899.372;-5.027990728;3.50091933
54;94081CI0191_02_SEN_ind01.pdf;94081CI0191;2;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;80 X 22;7;/;2151251.922;2151289.914;218.5586052;299.3800021
55;94081CK0018_01_SEN_ind01.pdf;94081CK0018;1;1;35;20;15;2;33;13;D > 50m;<30;1;0;1;0;6 X 6;6;NULL;2150798.238;2150808.339;-8.444406676;1.701770588
56;94081CK0106_01_SEN_ind01.pdf;94081CK0106;1;1;35;19;16;2;33;14;D > 50m;entre 30 et 60;1;1;1;0;9 X 8;7;/;2150632.122;2150643.777;3.300684959;14.61774875
57;94081CI0275_02_SEN_ind01.pdf;94081CI0275;2;1;35;16;19;0;35;19;Au dessus de l'axe;entre 60 et 90;0;0;0;0;5 X 4;3;/;2150159.941;2150166.332;10.61904023;16.88183934
58;94081CJ0154_01_SEN_ind01.pdf;94081CJ0154;1;1;35;22;13;0;35;13;D > 50m;entre 30 et 60;0;1;0;0;25 X 19;6;Prsence de sablire;2150963.36;2150995.59;45.33616964;76.91013958
59;94081CI0109_01_SEN_ind01.pdf;94081CI0109;1;1;35;15;20;2;33;18;10m < D <= 20m;<30;1;0;1;0;10 X 9;5;NULL;2150151.515;2150163.188;-43.26623139;-29.60158425
60;94081CM0156_01_SEN_ind01.pdf;94081CM0156;1;1;35;17;18;0;35;18;40m < D <= 50m;entre 30 et 60;0;0;0;0;6 X 3;3;Prsence de sablire;2150289.629;2150296.585;-1.169277149;3.27450383
61;94081CK0175_01_SEN_ind01.pdf;94081CK0175;1;1;35;20;15;2;33;13;D > 50m;<30;1;1;1;0;6 X 6;7;Prsence de sablire;2150817.637;2150826.865;-0.723326039;8.280316998
62;94081CL0008_01_SEN_ind01.pdf;94081CL0008;1;1;35;19;16;0;35;16;D > 50m;entre 60 et 90;0;1;1;0;12 X 8;8;/;2150576.696;2150585.23;3.524425903;15.57556522
63;94081CM0024_02_SEN_ind01.pdf;94081CM0024;2;1;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;0;0;0;3 X 2;2;Prsence de sablire;2150213.821;2150222.07;-24.08859458;-20.3925605
64;94081CM0156_02_SEN_ind01.pdf;94081CM0156;2;1;35;35;35;0;35;non dtermin;D > 50m;entre 30 et 60;0;0;0;0;7 X 6;3;Prsence de sablire;2150341.077;2150353.089;-36.79837704;-15.7819331
65;94081CK0187_01_SEN_ind01.pdf;94081CK0187;1;1;35;19;16;0;35;16;D > 50m;entre 30 et 60;0;1;1;0;10 X 8;6;/;2150632.234;2150643.457;-32.05204711;-19.19822848
66;94081DJ0088_04_SEN_ind01.pdf;94081DJ0088;4;1;35;17;18;2;33;16;10m < D <= 20m;<30;1;0;0;0;13 X 7;4;NULL;2151284.034;2151292.793;102.8822999;110.1409579
67;94081CH0313_01_SEN_ind01.pdf;94081CH0313;1;1;36;13;23;0;36;23;Au dessus de l'axe;entre 30 et 60;0;1;0;0;11 X 7;5;NULL;2150178.438;2150185.311;-97.48393488;-85.53592388
68;94081CI0190_02_SEN_ind01.pdf;94081CI0190;2;1;35;22;13;0;35;13;40m < D <= 50m;entre 60 et 90;0;NULL;NULL;NULL;42 X 14;5;Prsence de sablire;2150997.82;2151049.091;154.2190526;166.3594434
69;94081CK0014_01_SEN_ind01.pdf;94081CK0014;1;1;35;20;15;2;33;13;40m < D <= 50m;<30;1;0;1;0;8 X 8;5;/;2150850.011;2150860.984;16.64877881;27.53788684
70;94081CK0017_01_SEN_ind01.pdf;94081CK0017;1;1;35;20;15;2;33;13;D > 50m;<30;1;1;1;0;10 X 10;8;/;2150808.514;2150821.241;-9.620668077;3.248663926
71;94081CK0203_01_SEN_ind01.pdf;94081CK0203;1;1;35;20;15;2;33;13;40m < D <= 50m;entre 60 et 90;1;1;1;0;11 X 9;7;/;2150767.955;2150782.23;14.62078613;28.00372541
72;94081CK0013_01_SEN_ind01.pdf;94081CK0013;1;1;35;20;15;2;33;13;40m < D <= 50m;<30;1;0;1;0;8 X 7;5;/;2150856.543;2150867.458;21.28879169;32.08313332
73;94081CK0092_01_SEN_ind01.pdf;94081CK0092;1;1;35;20;15;2;33;13;D > 50m;<30;1;1;1;0;9 X 9;7;/;2150682.368;2150695.079;17.4794016;28.51558236
74;94081CI0191_06_SEN_ind01.pdf;94081CI0191;6;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;0;0;35 X 10;6;/;2150010.89;2150053.581;25.39335381;45.92541448
75;94081CI0026_01_SEN_ind01.pdf;94081CI0026;1;1;35;15;20;2;33;18;20m < D <= 30m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2150160.557;2150172.381;34.00598184;43.56585164
76;94081CL0105_01_SEN_ind01.pdf;94081CL0105;1;1;35;17;18;2;33;16;30m < D <= 40m;entre 60 et 90;1;1;1;0;9 X 8;6;/;2150357.032;2150368.711;13.31015747;24.44421134
77;94081CI0191_09_SEN_ind01.pdf;94081CI0191;9;1;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;16 X 7;3;/;2150013.53;2150021.787;-26.88225598;-19.69104975
78;94081CI0191_03_SEN_ind01.pdf;94081CI0191;3;1;35;17;18;4;31;14;Au dessus de l'axe;entre 60 et 90;1;1;0;0;35 X 22;7;/;2151259.62;2151295.983;302.0673092;332.89875
79;94081CL0166_01_SEN_ind01.pdf;94081CL0166;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;1;1;0;8 X 6;6;/;2150423.076;2150433.002;12.58451299;21.7188731
80;94081CJ0067_01_SEN_ind01.pdf;94081CJ0067;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;0;NULL;9 X 8;6;Prsence de sablire;2150931.698;2150942.708;-50.4563193;-39.55652358
81;94081CI0191_01_SEN_ind01.pdf;94081CI0191;1;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;55 X 25;7;/;2151235.671;2151271.147;156.5061502;216.103739
82;94081CK0053_01_SEN_ind01.pdf;94081CK0053;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;0;1;0;9 X 9;5;/;2150740.061;2150751.631;2.289876804;13.52435921
83;94081CL0147_01_SEN_ind01.pdf;94081CL0147;1;1;35;18;17;1;34;16;D > 50m;entre 60 et 90;1;1;1;0;11 X 10;5;/;2150402.581;2150415.595;-36.69886651;-21.7620661
84;94081CJ0054_01_SEN_ind01.pdf;94081CJ0054;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;1;0;12 X 8;6;Prsence de sablire;2150898.732;2150911.692;-54.05915278;-41.26136833
85;94081CL0009_01_SEN_ind01.pdf;94081CL0009;1;1;35;19;16;0;35;16;D > 50m;entre 60 et 90;0;1;1;0;10 X 8;6;/;2150574.311;2150585.295;15.40624209;24.98162206
86;94081CK0021_01_SEN_ind01.pdf;94081CK0021;1;1;35;20;15;2;33;13;D > 50m;<30;1;1;1;0;10 X 5;5;/;2150780.038;2150787.271;-25.75008265;-17.1208324
87;94081CM0019_02_SEN_ind01.pdf;94081CM0019;2;2;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;1;1;0;19 X 9;6;Prsence de sablire;2150243.187;2150250.351;-1.929543003;5.124495891
88;94081CL0170_02_SEN_ind01.pdf;94081CL0170;2;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;1;1;0;9 X 6;7;/;2150528.461;2150540.626;22.17248103;32.67162636
89;94081CI0221_01_SEN_ind01.pdf;94081CI0221;1;2;35;17;18;0;35;18;D > 50 m;entre 60 et 90;0;1;0;0;30 X 14;7;/;2151309.961;2151339.56;177.6085704;192.6159667
90;94081CM0021_01_SEN_ind01.pdf;94081CM0021;1;1;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;0;1;0;11 X 9;4;Prsence de sablire;2150241.565;2150246.681;-28.5150799;-16.08986774
91;94081CJ0051_01_SEN_ind01.pdf;94081CJ0051;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;3;0;Non connus;14 X 8;9;Prsence de sablire;2150878.414;2150894.965;-32.40088752;-15.35209413
92;94081CL0037_01_SEN_ind01.pdf;94081CL0037;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;1;0;0;11 X 8;6;sous-sol semi enterr;2150546.72;2150557.648;4.206141663;14.29136085
93;94081CM0065_02_SEN_ind01.pdf;94081CM0065;2;1;35;17;18;0;35;18;D > 50m;entre 60 et 90;0;0;0;0;26 X 8;4;/;2150270.609;2150277.183;-37.49925189;-29.59609344
94;94081CL0068_01_SEN_ind01.pdf;94081CL0068;1;1;35;17;18;2;33;16;30m < D <= 40m;entre 60 et 90;1;0;0;0;8 X 4;3;/;2150364.306;2150373.571;23.81320543;30.0646638
95;94081CL0158_01_SEN_ind01.pdf;94081CL0158;1;1;35;17;18;0;35;18;20m < D <= 30m;entre 60 et 90;0;1;0;0;21 X 5;6;/;2150322.593;2150348.452;25.02174997;32.83455806
96;94081CM0020_01_SEN_ind01.pdf;94081CM0020;1;1;35;16;19;2;33;17;20m < D <= 30m;entre 60 et 90;1;0;1;0;11 X 9;4;Prsence de sablire;2150232.557;2150244.425;-7.788789144;2.437722634
97;94081CK0191_01_SEN_ind01.pdf;94081CK0191;1;1;35;20;15;2;33;13;30m < D <= 40m;entre 60 et 90;1;0;1;0;10 X 8;5;NULL;2150799.372;2150812.815;27.79526043;39.89496904
98;94081CK0213_01_SEN_ind01.pdf;94081CK0213;1;1;35;20;15;0;35;15;40m < D <= 50m;entre 60 et 90;0;1;0;0;9 X 9;5;NULL;2150723.991;2150738.737;23.55865207;36.02450985
99;94081CL0074_01_SEN_ind01.pdf;94081CL0074;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;NULL;1;NULL;10 X 8;6;/;2150454.109;2150466.698;-26.15705525;-12.37983036
100;94081CI0015_01_SEN_ind01.pdf;94081CI0015;1;1;35;13;22;2;33;20;10m < D <= 20m;entre 60 et 90;1;1;1;0;11 X 5;6;NULL;2150175.132;2150184.066;-67.85539663;-59.28064286
101;94081CK0190_01_SEN_ind01.pdf;94081CK0190;1;1;35;20;15;2;33;13;30m < D <= 40m;entre 60 et 90;1;0;0;0;10 X 8;5;NULL;2150788.491;2150800.749;28.01034113;40.23886437
102;94081CK0016_01_SEN_ind01.pdf;94081CK0016;1;1;35;21;14;2;33;12;D > 50m;<30;1;1;1;0;9 X 8;6;/;2150827.087;2150838.762;7.904094649;19.80253752
103;94081CL0162_01_SEN_ind01.pdf;94081CL0162;1;1;35;17;18;1;34;17;20m < D <= 30m;entre 60 et 90;1;0;1;0;10 X 8;5;NULL;2150309.172;2150321.119;15.7079189;26.61542662
104;94081CL0110_01_SEN_ind01.pdf;94081CL0110;1;1;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;0;1;0;13 X 9;3;NULL;2150271.445;2150283.87;25.00543525;34.54109283
105;94081CJ0066_02_SEN_ind01.pdf;94081CJ0066;2;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;1;NULL;8 X 7;7;Prsence de sablire;2150937.048;2150948.124;-56.52132304;-45.44987585
106;94081CL0042_01_SEN_ind01.pdf;94081CL0042;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;1;0;9 X 8;5;5;2150517.511;2150528.115;-2.444147754;7.997464262
107;94081CI0019_02_SEN_ind01.pdf;94081CI0019;2;1;35;15;20;0;35;20;40m < D <= 50m;<30;0;0;0;0;11 X 8;4;/;2150172.09;2150182.212;-47.08845845;-33.1880035
108;94081CJ0074_01_SEN_ind01.pdf;94081CJ0074;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;0;1;0;8 X 7;6;Prsence de sablire;2150876.448;2150886.697;10.3194565;20.87328743
109;94081CM0142_01_SEN_ind01.pdf;94081CM0142;1;1;35;16;19;2;33;17;40m < D <= 50m;entre 60 et 90;1;1;1;0;6 X 4;5;Prsence de sablire;2150228.653;2150234.355;-16.87248428;-6.717235636
110;94081CJ0048_01_SEN_ind01.pdf;94081CJ0048;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;0;1;NULL;9 X 5;9;Prsence de sablire;2150838.19;2150848.506;-16.29308664;-7.533489604
111;94081DJ0123_01_SEN_ind01.pdf;94081DJ0123;1;1;35;17;18;0;NULL;non dtermin;0m < D <= 10m;<30;?;?;0;0;105 X 40;8;NULL;2151211.835;2151253.221;1.31229634;105.9524749
112;94081CL0039_01_SEN_ind01.pdf;94081CL0039;1;1;35;18;17;0;35;17;D > 50m;entre 60 et 90;1;1;1;0;11 X 9;8;/;2150482.107;2150497.606;19.07104822;31.76631609
113;94081CI0265_01_SEN_ind01.pdf;94081CI0265;1;1;35;15;20;3;32;17;20m < D <= 30m;entre 60 et 90;1;1;1;0;9 X 9;6;NULL;2150114.828;2150131.069;-81.99666162;-57.22280257
114;94081CI0019_01_SEN_ind01.pdf;94081CI0019;1;1;35;15;20;2;33;18;40m < D <= 50m;<30;1;1;0;0;18 X 11;6;NULL;2150167.978;2150186.383;-36.71349518;-19.24360145
115;94081CL0148_01_SEN_ind01.pdf;94081CL0148;1;1;35;18;17;0;35;17;D > 50m;entre 60 et 90;0;1;1;0;23 X 10;6;/;2150424.645;2150445.984;-12.14290219;10.21493041
116;94081CI0275_01_SEN_ind01.pdf;94081CI0275;1;1;35;16;19;2;33;17;0m < D <= 10m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2150172.339;2150182.804;4.771868166;14.55107616
117;94081CL0168_01_SEN_ind01.pdf;94081CL0168;1;1;34;18;16;0;34;16;40m < D <= 50m;entre 60 et 90;0;1;1;0;10 X 9;5;NGF rue = 35;2150399.892;2150424.597;17.41394754;31.20383758
118;94081CJ0053_01_SEN_ind01.pdf;94081CJ0053;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;1;0;9 X 8;6;Prsence de sablire;2150894.287;2150907.077;-46.06044216;-33.2984172
119;94081CJ0070_01_SEN_ind01.pdf;94081CJ0070;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;1;0;8 X 5;6;Prsence de sablire;2150910.651;2150922.085;-25.50975472;-12.31590634
120;94081CL0062_01_SEN_ind01.pdf;94081CL0062;1;1;35;18;17;1;34;16;D > 50m;entre 60 et 90;1;0;1;0;10 X 9;5;NULL;2150468.834;2150479.878;0.740696254;12.44414473
121;94081CK0186_01_SEN_ind01.pdf;94081CK0186;1;1;35;19;16;0;35;16;D > 50m;entre 30 et 60;0;1;1;0;10 X 9;6;/;2150626.888;2150638.374;-40.46734188;-26.83446242
122;94081CJ0072_01_SEN_ind01.pdf;94081CJ0072;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;1;0;8 X 8;7;Prsence de sablire;2150898.936;2150909.829;-15.41637038;-4.496000757
123;94081CI0027_01_SEN_ind01.pdf;94081CI0027;1;1;35;15;20;2;33;18;30m < D <= 40m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2150146.68;2150161.386;44.234355;54.62491897
124;94081CK0069_02_SEN_ind01.pdf;94081CK0069;2;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;0;9 X 9;6;NULL;2150689.715;2150701.624;-14.46802257;-3.257098133
125;94081CK0089_01_SEN_ind01.pdf;94081CK0089;1;1;35;19;16;2;33;14;D > 50m;entre 30 et 60;1;1;0;0;10 X 10;6;NULL;2150650.414;2150664.194;-11.19303555;2.960846039
126;94081CM0075_01_SEN_ind01.pdf;94081CM0075;1;1;35;17;18;3;32;15;D > 50m;entre 30 et 60;1;2;1;?;16 X 11;9;Prsence de sablire;2150370.001;2150385.334;-53.3630014;-36.79193102
127;94081CK0071_01_SEN_ind01.pdf;94081CK0071;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;0;8 X 5;5;/;2150676.53;2150687.686;-34.88860049;-23.84846689
128;94081CK0107_01_SEN_ind01.pdf;94081CK0107;1;1;35;19;16;2;33;14;D > 50m;entre 30 et 60;1;0;1;0;9 X 7;6;/;2150624.268;2150634.44;-4.375555029;6.886379147
129;94081CM0019_01_SEN_ind01.pdf;94081CM0019;1;1;35;16;19;3;32;16;20m < D <= 30m;entre 60 et 90;1;1;1;0;7 X 7;6;Prsence de sablire;2150245.914;2150255.918;-40.1880154;-19.08902813
130;94081CJ0067_02_SEN_ind01.pdf;94081CJ0067;2;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;0;NULL;8 X 7;6;Prsence de sablire;2150950.589;2150960.578;-34.54835624;-23.89708644
131;94081CL0171_01_SEN_ind01.pdf;94081CL0171;1;1;35;18;17;2;33;15;40m < D <= 50m;entre 60 et 90;1;1;1;0;11 X 9;8;/;2150518.911;2150535.2;30.57308361;46.07331536
132;94081CL0175_01_SEN_ind01.pdf;94081CL0175;1;1;35;18;17;2;33;15;20m < D <= 30m;entre 60 et 90;1;0;1;0;11 X 8;6;NULL;2150439.052;2150455.448;29.87308222;42.9242031
133;94081CK0113_01_SEN_ind01.pdf;94081CK0113;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;1;0;0;10 X 10;6;NULL;2150605.469;2150622.042;2.508236372;15.41018417
134;94081CK0104_01_SEN_ind01.pdf;94081CK0104;1;1;35;19;16;1;34;15;D > 50m;entre 30 et 60;1;0;0;0;9 X 9;4;NULL;2150640.667;2150655.227;20.01334125;32.86113334
135;94081CL0160_01_SEN_ind01.pdf;94081CL0160;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;1;0;11 X 9;4;/;2150493.786;2150510.063;12.35249348;24.9420215
136;94081CL0044_01_SEN_ind01.pdf;94081CL0044;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;0;0;9 X 8;3;NULL;2150536.479;2150547.33;-20.8018725;-8.176486432
137;94081CK0109_02_SEN_ind01.pdf;94081CK0109;2;1;35;19;16;0;35;16;D > 50m;entre 30 et 60;0;1;1;0;11 X 9;8;/;2150604.267;2150612.064;-18.61487563;-6.873315864
138;94081CL0038_01_SEN_ind01.pdf;94081CL0038;1;1;35;19;16;0;35;16;D > 50m;entre 60 et 90;0;2;1;0;11 X 8;10;/;2150552.075;2150565.375;-4.694684101;9.432520131
139;94081CK0114_01_SEN_ind01.pdf;94081CK0114;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;2;0;1;20 X 13;10;/;2150606.693;2150624.172;22.73653777;42.17413705
140;94081CK0070_01_SEN_ind01.pdf;94081CK0070;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;0;1;0;5 X 4;3;Prsence de sablire;2150679.851;2150690.371;-30.67538046;-21.78689449
141;94081CL0007_01_SEN_ind01.pdf;94081CL0007;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;0;0;0;8 X 6;4;NULL;2150579.423;2150587.025;-4.7516031;0.719108184
